Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Total_Pages,Total_Duration,Engagement_Score,Product_Ratio,Avg_Time_Per_Page,Is_Returning
0,0.0,0,0.0,14,266.0166667,0.0,0.042857143,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,False,14,266.0166667,14,1.0,19.001190478571427,1
6,187.0,0,0.0,22,1220.433333,0.007692308,0.01025641,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False,28,1407.433333,28,0.7857142857142857,50.265476178571426,1
1,41.0,0,0.0,43,1087.25,0.0,0.013636364,0.0,0.0,Mar,4,2,1,1,Returning_Visitor,False,False,44,1128.25,44,0.9772727272727273,25.642045454545453,1
0,0.0,0,0.0,22,762.547619,0.0,0.017391304,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False,22,762.547619,22,1.0,34.66125540909091,1
0,0.0,0,0.0,9,244.5,0.0,0.011111111,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,False,9,244.5,9,1.0,27.166666666666668,1
0,0.0,0,0.0,10,1010.0,0.022222222,0.044444444,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,10,1010.0,10,1.0,101.0,1
0,0.0,0,0.0,8,377.5,0.0125,0.025,0.0,0.0,Mar,3,2,4,11,Returning_Visitor,True,False,8,377.5,8,1.0,47.1875,1
0,0.0,0,0.0,14,183.6666667,0.0,0.004761905,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False,14,183.6666667,14,1.0,13.119047621428573,1
0,0.0,0,0.0,5,84.0,0.04,0.06,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,5,84.0,5,1.0,16.8,1
1,9.0,0,0.0,32,536.6833333,0.0,0.00058651,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False,33,545.6833333,33,0.9696969696969697,16.535858584848484,1
2,78.0,0,0.0,24,424.0,0.0,0.001190476,0.0,0.0,Mar,1,1,3,10,New_Visitor,False,False,26,502.0,26,0.9230769230769231,19.307692307692307,0
0,0.0,0,0.0,5,171.5,0.0,0.02,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,5,171.5,5,1.0,34.3,1
6,101.3333333,0,0.0,10,266.5,0.028571429,0.028571429,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False,16,367.8333333,16,0.625,22.98958333125,1
0,0.0,0,0.0,16,1533.0,0.0,0.00625,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False,16,1533.0,16,1.0,95.8125,1
1,9.0,0,0.0,19,734.5833333,0.016666667,0.044444444,0.0,0.0,Mar,2,10,1,1,Returning_Visitor,False,False,20,743.5833333,20,0.95,37.179166665000004,1
0,0.0,0,0.0,3,64.0,0.0,0.066666667,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,False,3,64.0,3,1.0,21.333333333333332,1
1,3.0,0,0.0,7,114.8333333,0.014285714,0.007142857,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,False,False,8,117.8333333,8,0.875,14.7291666625,1
0,0.0,0,0.0,6,95.5,0.0,0.033333333,0.0,0.0,Mar,2,2,7,13,Returning_Visitor,True,False,6,95.5,6,1.0,15.916666666666666,1
0,0.0,0,0.0,7,93.66666667,0.028571429,0.04,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False,7,93.66666667,7,1.0,13.380952381428571,1
1,54.0,0,0.0,3,59.0,0.0,0.05,0.0,0.0,Mar,2,2,9,8,Returning_Visitor,False,False,4,113.0,4,0.75,28.25,1
0,0.0,0,0.0,3,26.0,0.0,0.05,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,3,26.0,3,1.0,8.666666666666666,1
0,0.0,0,0.0,62,1136.60303,0.0,0.003517665,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False,62,1136.60303,62,1.0,18.33230693548387,1
2,15.66666667,0,0.0,30,1724.25,0.013793103,0.032413793,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,True,False,32,1739.91666667,32,0.9375,54.3723958334375,1
1,14.0,0,0.0,21,334.7857143,0.0,0.023333333,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,22,348.7857143,22,0.9545454545454546,15.853896104545454,1
0,0.0,0,0.0,15,1298.5,0.026666667,0.04,0.0,0.0,Mar,3,2,8,1,Returning_Visitor,False,False,15,1298.5,15,1.0,86.56666666666666,1
0,0.0,0,0.0,10,206.5,0.0,0.02,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,10,206.5,10,1.0,20.65,1
0,0.0,0,0.0,8,143.0,0.0,0.0125,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,8,143.0,8,1.0,17.875,1
1,146.0,0,0.0,11,267.8333333,0.018181818,0.036363636,0.0,0.0,Mar,1,1,4,2,Returning_Visitor,True,False,12,413.8333333,12,0.9166666666666666,34.48611110833333,1
0,0.0,0,0.0,27,807.8333333,0.022222222,0.041975309,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False,27,807.8333333,27,1.0,29.91975308518519,1
0,0.0,0,0.0,15,477.0,0.0,0.02,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,15,477.0,15,1.0,31.8,1
3,35.0,0,0.0,16,314.0,0.0,0.052631579,0.0,0.0,Mar,2,5,7,2,Returning_Visitor,False,False,19,349.0,19,0.8421052631578947,18.36842105263158,1
0,0.0,0,0.0,8,1577.0,0.0,0.025,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,8,1577.0,8,1.0,197.125,1
2,21.0,0,0.0,11,660.1666667,0.0,0.016666667,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False,13,681.1666667,13,0.8461538461538461,52.3974359,1
0,0.0,0,0.0,7,169.0,0.0,0.057142857,0.0,0.0,Mar,2,2,3,3,Returning_Visitor,True,False,7,169.0,7,1.0,24.142857142857142,1
0,0.0,0,0.0,6,89.33333333,0.0,0.066666667,0.0,0.0,Mar,2,4,3,3,Returning_Visitor,False,False,6,89.33333333,6,1.0,14.888888888333334,1
0,0.0,0,0.0,5,29.0,0.0,0.04,0.0,0.0,Mar,2,2,7,2,Returning_Visitor,False,False,5,29.0,5,1.0,5.8,1
2,66.0,0,0.0,18,229.75,0.021052632,0.031578947,0.0,0.0,Mar,4,2,1,3,Returning_Visitor,False,False,20,295.75,20,0.9,14.7875,1
0,0.0,0,0.0,4,17.0,0.0,0.075,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,4,17.0,4,1.0,4.25,1
3,78.0,0,0.0,11,369.1666667,0.0,0.023076923,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,True,False,14,447.1666667,14,0.7857142857142857,31.940476192857144,1
0,0.0,0,0.0,23,1669.0,0.0,0.017391304,0.0,0.0,Mar,2,4,7,2,Returning_Visitor,False,False,23,1669.0,23,1.0,72.56521739130434,1
0,0.0,0,0.0,3,44.5,0.0,0.066666667,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False,3,44.5,3,1.0,14.833333333333334,1
0,0.0,0,0.0,6,140.0,0.0,0.033333333,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,6,140.0,6,1.0,23.333333333333332,1
1,102.5,0,0.0,5,97.0,0.0,0.011111111,0.0,0.0,Mar,3,2,1,9,New_Visitor,True,False,6,199.5,6,0.8333333333333334,33.25,0
4,103.0,0,0.0,13,250.1666667,0.0,0.030612245,0.0,0.0,Mar,3,2,1,11,Returning_Visitor,False,False,17,353.1666667,17,0.7647058823529411,20.774509805882353,1
2,52.0,0,0.0,17,221.2,0.0,0.001754386,0.0,0.0,Mar,2,2,4,2,New_Visitor,False,False,19,273.2,19,0.8947368421052632,14.378947368421052,0
0,0.0,0,0.0,12,127.0,0.016666667,0.041666667,0.0,0.0,Mar,2,2,9,1,Returning_Visitor,False,False,12,127.0,12,1.0,10.583333333333334,1
0,0.0,0,0.0,7,370.8333333,0.028571429,0.057142857,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,False,False,7,370.8333333,7,1.0,52.97619047142857,1
9,162.05,0,0.0,27,399.6939394,0.0,0.009195402,0.0,0.0,Mar,1,1,7,2,New_Visitor,False,False,36,561.7439394,36,0.75,15.603998316666669,0
0,0.0,0,0.0,5,180.3333333,0.02,0.02,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False,5,180.3333333,5,1.0,36.066666659999996,1
0,0.0,0,0.0,15,581.4166667,0.0,0.007142857,0.0,0.0,Mar,2,5,1,2,Returning_Visitor,False,False,15,581.4166667,15,1.0,38.76111111333333,1
0,0.0,0,0.0,13,574.6666667,0.0,0.061538462,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,False,13,574.6666667,13,1.0,44.205128207692304,1
0,0.0,0,0.0,5,56.0,0.0,0.08,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,5,56.0,5,1.0,11.2,1
0,0.0,0,0.0,16,1011.0,0.0,0.025,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,16,1011.0,16,1.0,63.1875,1
0,0.0,0,0.0,15,139.8333333,0.026666667,0.053333333,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False,15,139.8333333,15,1.0,9.322222219999999,1
0,0.0,0,0.0,6,1251.0,0.033333333,0.066666667,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,6,1251.0,6,1.0,208.5,1
0,0.0,0,0.0,14,264.5,0.0,0.007142857,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False,14,264.5,14,1.0,18.892857142857142,1
0,0.0,0,0.0,22,356.8,0.0,0.016666667,0.0,0.0,Mar,2,2,2,8,Returning_Visitor,False,False,22,356.8,22,1.0,16.21818181818182,1
2,77.5,0,0.0,19,598.7833333,0.0,0.002631579,0.0,0.0,Mar,3,2,2,9,New_Visitor,True,False,21,676.2833333,21,0.9047619047619048,32.20396825238095,0
0,0.0,0,0.0,6,93.0,0.0,0.033333333,0.0,0.0,Mar,1,2,8,2,Returning_Visitor,False,False,6,93.0,6,1.0,15.5,1
2,76.0,0,0.0,40,1209.802992,0.004878049,0.01624838,0.0,0.0,Mar,1,1,2,2,Returning_Visitor,False,False,42,1285.802992,42,0.9523809523809523,30.614356952380952,1
0,0.0,0,0.0,16,666.1,0.0,0.014285714,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False,16,666.1,16,1.0,41.63125,0
2,28.0,0,0.0,6,170.8333333,0.0,0.007142857,0.0,0.0,Mar,3,2,7,1,Returning_Visitor,False,False,8,198.8333333,8,0.75,24.8541666625,1
0,0.0,0,0.0,37,1118.647186,0.0,0.008148148,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,True,False,37,1118.647186,37,1.0,30.233707729729726,1
0,0.0,0,0.0,2,86.0,0.0,0.05,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,True,False,2,86.0,2,1.0,43.0,1
0,0.0,0,0.0,2,30.5,0.0,0.05,0.0,0.0,Mar,3,2,4,10,Returning_Visitor,False,False,2,30.5,2,1.0,15.25,1
0,0.0,0,0.0,9,640.6666667,0.0,0.011111111,0.0,0.0,Mar,3,2,7,1,Returning_Visitor,True,False,9,640.6666667,9,1.0,71.18518518888888,1
0,0.0,0,0.0,30,480.25,0.007777778,0.025,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False,30,480.25,30,1.0,16.008333333333333,1
7,213.3916667,0,0.0,32,1350.391667,0.0,0.017877551,0.0,0.0,Mar,2,2,1,8,Returning_Visitor,True,False,39,1563.7833337000002,39,0.8205128205128205,40.09700855641026,1
0,0.0,0,0.0,7,38.0,0.0,0.042857143,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False,7,38.0,7,1.0,5.428571428571429,1
0,0.0,0,0.0,12,976.2,0.016666667,0.041666667,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False,12,976.2,12,1.0,81.35000000000001,1
0,0.0,0,0.0,8,70.2,0.025,0.061111111,0.0,0.0,Mar,1,2,8,1,Returning_Visitor,False,False,8,70.2,8,1.0,8.775,1
0,0.0,0,0.0,44,1112.0,0.0,0.006818182,0.0,0.0,Mar,4,1,4,3,Returning_Visitor,True,False,44,1112.0,44,1.0,25.272727272727273,1
5,84.25,0,0.0,19,409.75,0.0,0.01038961,0.0,0.0,Mar,3,2,2,3,New_Visitor,False,False,24,494.0,24,0.7916666666666666,20.583333333333332,0
4,135.0,0,0.0,12,401.2857143,0.0,0.016,0.0,0.0,Mar,2,2,1,8,New_Visitor,False,False,16,536.2857143,16,0.75,33.51785714375,0
0,0.0,0,0.0,10,423.8333333,0.0,0.01,0.0,0.0,Mar,2,2,5,2,Returning_Visitor,False,False,10,423.8333333,10,1.0,42.38333333,1
0,0.0,0,0.0,2,115.0,0.0,0.05,0.0,0.0,Mar,3,3,1,9,Returning_Visitor,True,False,2,115.0,2,1.0,57.5,1
3,43.0,0,0.0,10,427.1666667,0.0,0.015384615,0.0,0.0,Mar,3,2,9,3,Returning_Visitor,False,False,13,470.1666667,13,0.7692307692307693,36.16666666923077,1
0,0.0,0,0.0,39,609.5,0.0,0.005128205,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,True,False,39,609.5,39,1.0,15.628205128205128,1
0,0.0,0,0.0,12,547.3333333,0.0,0.033333333,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False,12,547.3333333,12,1.0,45.61111110833334,1
6,137.0,0,0.0,49,1077.007576,0.0,0.015030864,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False,55,1214.007576,55,0.8909090909090909,22.07286501818182,1
0,0.0,0,0.0,20,1606.333333,0.01,0.034761905,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,20,1606.333333,20,1.0,80.31666665,1
2,37.0,0,0.0,21,775.3333333,0.0,0.009090909,0.0,0.0,Mar,4,1,1,2,Returning_Visitor,True,False,23,812.3333333,23,0.9130434782608695,35.31884057826087,1
0,0.0,0,0.0,13,973.5,0.0,0.046153846,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False,13,973.5,13,1.0,74.88461538461539,1
0,0.0,0,0.0,4,32.0,0.0,0.075,0.0,0.0,Mar,3,2,6,1,Returning_Visitor,False,False,4,32.0,4,1.0,8.0,1
0,0.0,0,0.0,24,727.5,0.0,0.016666667,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False,24,727.5,24,1.0,30.3125,1
0,0.0,0,0.0,14,494.0,0.0,0.042857143,0.0,0.0,Mar,4,1,1,3,Returning_Visitor,False,False,14,494.0,14,1.0,35.285714285714285,1
0,0.0,0,0.0,8,758.1666667,0.025,0.05,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False,8,758.1666667,8,1.0,94.7708333375,1
2,26.0,0,0.0,46,1852.75,0.0,0.005797101,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,False,False,48,1878.75,48,0.9583333333333334,39.140625,1
6,111.0,0,0.0,12,202.25,0.025,0.029166667,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,False,18,313.25,18,0.6666666666666666,17.40277777777778,1
0,0.0,0,0.0,29,669.9679487,0.013793103,0.017241379,0.0,0.0,Mar,1,2,6,2,Returning_Visitor,False,False,29,669.9679487,29,1.0,23.10234305862069,1
0,0.0,0,0.0,7,95.0,0.014285714,0.061904762,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,False,False,7,95.0,7,1.0,13.571428571428571,1
0,0.0,0,0.0,12,130.5,0.0,0.008333333,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False,12,130.5,12,1.0,10.875,1
2,11.0,0,0.0,19,608.9428571,0.009090909,0.041915584,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,21,619.9428571,21,0.9047619047619048,29.521088433333333,1
0,0.0,0,0.0,7,360.75,0.0,0.033333333,0.0,0.0,Mar,1,1,1,2,New_Visitor,True,False,7,360.75,7,1.0,51.535714285714285,0
0,0.0,0,0.0,4,46.0,0.0,0.05,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False,4,46.0,4,1.0,11.5,1
0,0.0,0,0.0,5,112.0,0.0,0.02,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,True,False,5,112.0,5,1.0,22.4,1
6,139.0,0,0.0,29,491.1,0.0,0.003333333,0.0,0.0,Mar,2,2,1,2,New_Visitor,True,False,35,630.1,35,0.8285714285714286,18.002857142857142,0
2,134.0,0,0.0,7,77.33333333,0.0,0.022222222,0.0,0.0,Mar,1,1,2,2,Returning_Visitor,False,False,9,211.33333333000002,9,0.7777777777777778,23.481481481111114,1
3,39.0,0,0.0,2,4.0,0.0,0.04,0.0,0.0,Mar,2,5,1,1,Returning_Visitor,False,False,5,43.0,5,0.4,8.6,1
2,110.0,0,0.0,4,125.0,0.0,0.016666667,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,False,False,6,235.0,6,0.6666666666666666,39.166666666666664,1
0,0.0,0,0.0,24,387.8846154,0.025,0.038095238,0.0,0.0,Mar,2,2,3,3,Returning_Visitor,False,False,24,387.8846154,24,1.0,16.161858974999998,1
2,43.0,0,0.0,3,23.0,0.0,0.04,0.0,0.0,Mar,2,4,9,2,Returning_Visitor,False,False,5,66.0,5,0.6,13.2,1
0,0.0,0,0.0,3,249.0,0.0,0.066666667,0.0,0.0,Mar,2,4,9,3,Returning_Visitor,False,False,3,249.0,3,1.0,83.0,1
0,0.0,0,0.0,8,70.66666667,0.025,0.05,0.0,0.0,Mar,2,2,9,10,Returning_Visitor,False,False,8,70.66666667,8,1.0,8.83333333375,1
0,0.0,0,0.0,4,75.5,0.0,0.05,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False,4,75.5,4,1.0,18.875,1
3,160.5,0,0.0,10,370.5,0.0,0.016666667,0.0,0.0,Mar,1,1,7,10,Returning_Visitor,False,False,13,531.0,13,0.7692307692307693,40.84615384615385,1
2,98.25,0,0.0,10,303.25,0.0,0.011111111,0.0,0.0,Mar,3,2,2,2,New_Visitor,True,False,12,401.5,12,0.8333333333333334,33.458333333333336,0
0,0.0,0,0.0,17,806.6666667,0.0,0.027058824,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,False,False,17,806.6666667,17,1.0,47.45098039411764,1
0,0.0,0,0.0,7,1018.0,0.0,0.028571429,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,7,1018.0,7,1.0,145.42857142857142,1
0,0.0,0,0.0,7,261.5,0.0,0.00952381,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False,7,261.5,7,1.0,37.357142857142854,1
0,0.0,0,0.0,4,910.0,0.0,0.025,0.0,0.0,Mar,2,5,1,10,Returning_Visitor,False,False,4,910.0,4,1.0,227.5,1
1,45.0,0,0.0,10,413.0,0.0,0.009090909,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,True,False,11,458.0,11,0.9090909090909091,41.63636363636363,1
0,0.0,0,0.0,18,550.5,0.0,0.031481481,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,True,False,18,550.5,18,1.0,30.583333333333332,1
3,18.75,0,0.0,7,68.75,0.0,0.025,0.0,0.0,Mar,2,2,5,2,New_Visitor,False,False,10,87.5,10,0.7,8.75,0
0,0.0,0,0.0,37,684.7272727,0.005405405,0.023423423,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False,37,684.7272727,37,1.0,18.506142505405403,1
0,0.0,0,0.0,30,1791.7,0.013333333,0.031111111,0.0,0.0,Mar,2,4,1,3,Returning_Visitor,False,False,30,1791.7,30,1.0,59.723333333333336,1
0,0.0,0,0.0,7,128.0,0.0,0.016666667,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,7,128.0,7,1.0,18.285714285714285,1
0,0.0,0,0.0,13,313.0,0.0,0.015384615,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False,13,313.0,13,1.0,24.076923076923077,1
3,58.06666667,0,0.0,5,86.0,0.0,0.0125,0.0,0.0,Mar,3,2,2,3,New_Visitor,False,False,8,144.06666667,8,0.625,18.00833333375,0
0,0.0,0,0.0,9,140.0,0.022222222,0.055555556,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False,9,140.0,9,1.0,15.555555555555555,1
2,125.5,0,0.0,6,162.75,0.0,0.025,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,8,288.25,8,0.75,36.03125,1
1,11.5,0,0.0,10,234.475,0.0,0.011111111,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,True,False,11,245.975,11,0.9090909090909091,22.361363636363635,1
0,0.0,0,0.0,10,139.7083333,0.0,0.02,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,10,139.7083333,10,1.0,13.97083333,1
0,0.0,0,0.0,7,232.6666667,0.0,0.014285714,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,False,False,7,232.6666667,7,1.0,33.23809524285714,1
0,0.0,0,0.0,3,51.5,0.0,0.066666667,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,False,3,51.5,3,1.0,17.166666666666668,1
4,48.0,0,0.0,2,11.0,0.0,0.008,0.0,0.0,Mar,2,6,6,7,New_Visitor,False,False,6,59.0,6,0.3333333333333333,9.833333333333334,0
0,0.0,0,0.0,9,415.8333333,0.0,0.0125,0.0,0.0,Mar,3,2,9,2,New_Visitor,False,False,9,415.8333333,9,1.0,46.2037037,0
2,7.0,0,0.0,3,66.0,0.0,0.066666667,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,5,73.0,5,0.6,14.6,1
4,63.0,0,0.0,5,95.5,0.0,0.025,0.0,0.0,Mar,3,2,1,9,New_Visitor,True,False,9,158.5,9,0.5555555555555556,17.61111111111111,0
0,0.0,0,0.0,11,200.85,0.036363636,0.047107438,0.0,0.0,Mar,1,1,2,1,Returning_Visitor,False,False,11,200.85,11,1.0,18.259090909090908,1
1,40.0,0,0.0,15,839.5,0.01875,0.054166667,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False,16,879.5,16,0.9375,54.96875,1
5,28.0,0,0.0,6,80.0,0.0,0.028571429,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False,11,108.0,11,0.5454545454545454,9.818181818181818,1
0,0.0,0,0.0,7,971.0,0.028571429,0.071428571,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,7,971.0,7,1.0,138.71428571428572,1
6,135.65,0,0.0,40,1589.27381,0.0,0.020767196,0.0,0.0,Mar,4,1,3,1,Returning_Visitor,True,False,46,1724.92381,46,0.8695652173913043,37.498343695652174,1
1,30.0,0,0.0,16,597.6,0.0,0.0125,0.0,0.0,Mar,1,1,3,2,Returning_Visitor,False,False,17,627.6,17,0.9411764705882353,36.91764705882353,1
0,0.0,0,0.0,9,223.0,0.0,0.022222222,0.0,0.0,Mar,3,2,5,2,Returning_Visitor,False,False,9,223.0,9,1.0,24.77777777777778,1
4,56.0,0,0.0,10,709.0,0.0,0.016666667,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False,14,765.0,14,0.7142857142857143,54.642857142857146,0
0,0.0,0,0.0,23,760.25,0.0,0.009090909,0.0,0.0,Mar,2,2,7,2,New_Visitor,False,False,23,760.25,23,1.0,33.05434782608695,0
3,40.0,0,0.0,9,1362.0,0.0,0.008333333,0.0,0.0,Mar,2,2,7,6,Returning_Visitor,False,False,12,1402.0,12,0.75,116.83333333333333,1
3,39.6,0,0.0,53,856.7522398,0.0,0.002272727,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,True,False,56,896.3522398,56,0.9464285714285714,16.00628999642857,1
2,35.0,0,0.0,2,6.0,0.0,0.05,0.0,0.0,Mar,2,2,9,2,New_Visitor,False,False,4,41.0,4,0.5,10.25,0
0,0.0,0,0.0,15,748.5666667,0.016,0.041333333,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,15,748.5666667,15,1.0,49.904444446666666,1
0,0.0,0,0.0,32,1916.633333,0.015625,0.0265625,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False,32,1916.633333,32,1.0,59.89479165625,1
1,28.0,0,0.0,8,290.0,0.0,0.01,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,9,318.0,9,0.8888888888888888,35.333333333333336,1
0,0.0,0,0.0,6,463.5,0.0,0.033333333,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,False,False,6,463.5,6,1.0,77.25,1
0,0.0,0,0.0,4,1833.0,0.0,0.05,0.0,0.0,Mar,2,5,2,10,Returning_Visitor,True,False,4,1833.0,4,1.0,458.25,1
0,0.0,0,0.0,9,196.0,0.0,0.022222222,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,False,False,9,196.0,9,1.0,21.77777777777778,1
4,64.0,0,0.0,53,1200.892857,0.001818182,0.018030303,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,True,False,57,1264.892857,57,0.9298245614035088,22.191102754385966,1
2,37.0,0,0.0,7,139.3333333,0.0,0.011111111,0.0,0.0,Mar,3,2,7,8,New_Visitor,True,False,9,176.3333333,9,0.7777777777777778,19.592592588888888,0
0,0.0,0,0.0,24,1268.0,0.0125,0.015277778,0.0,0.0,Mar,4,1,3,2,Returning_Visitor,True,False,24,1268.0,24,1.0,52.833333333333336,1
3,44.0,0,0.0,14,469.8761905,0.0,0.005357143,0.0,0.0,Mar,2,4,1,10,Returning_Visitor,False,False,17,513.8761905,17,0.8235294117647058,30.228011205882353,1
4,203.8333333,0,0.0,30,823.5,0.0,0.001666667,0.0,0.0,Mar,3,2,1,11,New_Visitor,False,False,34,1027.3333333,34,0.8823529411764706,30.215686273529414,0
0,0.0,0,0.0,8,201.0,0.0,0.0625,0.0,0.0,Mar,2,4,2,1,Returning_Visitor,False,False,8,201.0,8,1.0,25.125,1
0,0.0,0,0.0,13,412.0,0.0,0.028205128,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,False,False,13,412.0,13,1.0,31.692307692307693,1
0,0.0,0,0.0,14,1789.39881,0.0,0.029047619,0.0,0.0,Mar,1,1,2,2,Returning_Visitor,False,False,14,1789.39881,14,1.0,127.8142007142857,1
0,0.0,0,0.0,18,644.125,0.00625,0.021924603,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,False,18,644.125,18,1.0,35.78472222222222,1
2,9.5,0,0.0,18,529.702381,0.0,0.005263158,0.0,0.0,Mar,2,2,4,2,Returning_Visitor,True,False,20,539.202381,20,0.9,26.960119049999996,1
0,0.0,0,0.0,7,221.7142857,0.028571429,0.060714286,0.0,0.0,Mar,3,3,1,3,Returning_Visitor,False,False,7,221.7142857,7,1.0,31.673469385714288,1
0,0.0,0,0.0,30,312.3333333,0.0,0.008888889,0.0,0.0,Mar,2,6,1,2,Returning_Visitor,False,False,30,312.3333333,30,1.0,10.41111111,1
0,0.0,0,0.0,22,325.75,0.0,0.031818182,0.0,0.0,Mar,2,10,7,2,Returning_Visitor,False,False,22,325.75,22,1.0,14.806818181818182,1
1,13.0,0,0.0,19,614.9444444,0.0,0.022105263,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False,20,627.9444444,20,0.95,31.397222219999996,1
4,55.5,0,0.0,33,1274.190476,0.005714286,0.009285714,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,True,False,37,1329.690476,37,0.8918918918918919,35.93758043243243,1
2,80.66666667,0,0.0,12,1071.611111,0.030769231,0.046666667,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,14,1152.27777767,14,0.8571428571428571,82.30555554785714,1
